"Date(UTC)","BurntFees"
"11/09/2023","5368.65971452144"
"11/10/2023","4203.00509806082"
"11/11/2023","3149.09737733601"
"11/12/2023","2994.52943556569"
"11/13/2023","4992.86218468228"
"11/14/2023","3914.91136931773"
"11/15/2023","3686.02756585834"
"11/16/2023","3732.86385568821"
"11/17/2023","3005.36966601198"
"11/18/2023","2355.41742081048"
"11/19/2023","2193.19456355815"
"11/20/2023","4267.43948674093"
"11/21/2023","4328.43147379671"
"11/22/2023","4220.69143136255"
"11/23/2023","3525.67626665396"
"11/24/2023","3061.20111542443"
"11/25/2023","2404.40167340307"
"11/26/2023","2597.23162580911"
"11/27/2023","3458.63712048081"
"11/28/2023","4251.20609793597"
"11/29/2023","4051.85203340576"
"11/30/2023","4805.95481138981"
"12/01/2023","4702.63891624977"
"12/02/2023","3648.41451161138"
"12/03/2023","3512.44741081933"
"12/04/2023","5044.35891219261"
"12/05/2023","6052.55723369867"
"12/06/2023","6054.04221215716"
"12/07/2023","5297.09125275027"
"12/08/2023","4547.17006395273"
"12/09/2023","3658.14897292184"
"12/10/2023","3330.14891899406"
"12/11/2023","3943.21717866766"
"12/12/2023","4586.84890916763"
"12/13/2023","5096.90637580548"
"12/14/2023","4845.62435617018"
"12/15/2023","6079.95731521188"
"12/16/2023","5508.9870466579"
"12/17/2023","4225.83074578004"
"12/18/2023","6303.66519753635"
"12/19/2023","5799.70184650089"
"12/20/2023","5850.12569865947"
"12/21/2023","4384.17046928433"
"12/22/2023","3543.57906193627"
